1,000000  0,000000
1,100000  0,095310
1,200000  0,182322
1,300000  0,262364
1,400000  0,336472
1,500000  0,405465
1,600000  0,470004
1,700000  0,530628
1,800000  0,587787
1,900000  0,641854
2,000000  0,693147
2,100000  0,741937
2,200000  0,788457
2,300000  0,832909
2,400000  0,875469
2,500000  0,916291
2,600000  0,955511
2,700000  0,993252
2,800000  1,029619
2,900000  1,064711
3,000000  1,098612
3,100000  1,131402
3,200000  1,163151
3,300000  1,193922
3,400000  1,223775
3,500000  1,252763
3,600000  1,280934
3,700000  1,308333
3,800000  1,335001
3,900000  1,360977
4,000000  1,386294
4,100000  1,410987
4,200000  1,435085
4,300000  1,458615
4,400000  1,481605
4,500000  1,504077
4,600000  1,526056
4,700000  1,547563
4,800000  1,568616
4,900000  1,589235
5,000000  1,609438
